rowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2055,54414820,Hernandez,554,Spain,Male,55,8,231716.74,4,0,0,36173.55,0
2056,97701956,Williams,332,France,Female,29,3,198959.2,3,1,1,76360.51,0
2057,11871233,Williams,616,France,Female,36,6,139626.52,4,0,1,113125.74,0
2058,33393444,Martin,785,Italy,Male,22,4,49511.18,2,0,0,114971.03,0
2059,97963628,Johnson,305,Italy,Male,32,5,187015.29,2,1,1,121464.57,0
2060,74339768,Johnson,546,Italy,Female,43,3,112637.68,4,0,1,134075.34,1
2061,91530113,Moore,597,Germany,Male,41,8,109794.8,2,1,1,130187.22,1
2062,23210330,Anderson,440,Netherlands,Male,50,7,142864.36,2,1,1,136414.76,0
2063,58486788,Hernandez,578,Germany,Female,26,0,195194.64,2,1,0,32728.19,0
2064,33754342,Johnson,307,Italy,Male,65,2,126102.12,4,0,0,40626.26,1
2065,63261268,Williams,354,Spain,Female,53,7,61928.92,1,1,1,122227.17,0
2066,15807356,Wilson,458,Germany,Female,37,9,236980.98,1,0,1,67024.57,0
2067,41763460,Martin,564,Spain,Male,33,2,52563.74,1,1,1,79261.73,0
2068,67917314,Smith,340,France,Female,19,1,49683.43,1,0,1,140252.42,0
2069,83676195,Miller,470,Germany,Male,19,9,190779.84,2,1,0,36897.12,0
2070,11022688,Brown,639,Italy,Female,61,4,59429.73,2,1,1,61608.6,0
2071,17607311,Miller,823,France,Male,40,3,123602.61,2,0,1,26019.82,0
2072,64100705,Jones,739,Italy,Male,36,1,44154.92,4,1,1,91731.28,1
2073,89444928,Taylor,810,Spain,Male,30,7,137138.05,3,0,0,60859.86,1
2074,11855843,Garcia,410,Germany,Male,35,3,107306.11,3,1,0,38308.56,0
2075,73928789,Garcia,473,France,Female,25,3,35765.09,4,0,1,122132.78,0
2076,58357610,Anderson,464,Spain,Female,33,4,45358.03,3,1,1,87089.19,0
2077,94662976,Garcia,343,Netherlands,Female,59,7,56403.53,2,1,1,31116.17,0
2078,95700482,Davis,373,France,Male,20,9,123850.75,2,1,1,34593.24,1
2079,96205183,Smith,529,Spain,Female,18,1,73829.63,1,1,0,94762.93,0
2080,67185086,Johnson,829,Netherlands,Female,22,10,206983.26,1,1,0,52904.26,0
2081,72684799,Taylor,547,France,Female,60,8,154731.99,4,0,1,83147.98,0
2082,91819072,Martinez,629,Spain,Female,30,7,209573.41,2,1,0,140482.46,1
2083,31742708,Davis,671,Spain,Female,26,8,106084.73,4,0,1,104802.7,0
2084,76844651,Garcia,564,Italy,Female,51,5,218681.36,2,0,1,41065.52,1
2085,83280930,Johnson,703,Italy,Male,47,5,23583.43,1,1,1,134133.13,0
2086,41410706,Smith,611,Spain,Male,58,3,199008.61,1,0,0,102571.95,0
2087,27781529,Jones,318,Italy,Male,69,6,42603.94,2,0,1,83676.99,0
2088,43022015,Garcia,513,Spain,Male,52,2,173749.54,4,0,0,110428.14,0
2089,16461644,Johnson,588,Spain,Female,53,5,69834.43,1,1,0,66765.37,0
2090,76033281,Anderson,638,Germany,Male,30,10,154602.91,1,0,1,138646.51,0
2091,90775344,Hernandez,845,Spain,Male,65,0,17169.35,3,1,0,53621.6,0
2092,60034382,Martinez,659,Germany,Male,25,6,108656.57,4,1,0,56352.61,0
2093,24749721,Jones,534,Italy,Male,38,7,201994.9,4,0,0,56965.79,1
2094,82543772,Martin,478,France,Female,45,2,241434.06,2,0,1,85924.78,0
2095,79770976,Smith,626,Italy,Male,63,2,68678.1,4,1,1,58584.53,1
2096,78899007,Hernandez,616,Spain,Female,59,6,167596.58,1,1,0,106062.63,1
2097,46908874,Hernandez,495,France,Male,52,6,11014.66,1,1,0,50904.0,0
2098,17660687,Davis,699,Germany,Male,24,9,180184.38,1,1,0,83496.85,0
2099,83071476,Garcia,569,Germany,Female,19,0,149276.03,3,1,1,73192.22,1
2100,56694676,Garcia,397,Italy,Female,39,0,21706.44,3,1,1,139602.35,1
2101,33315488,Miller,663,France,Male,40,4,205965.11,1,0,1,58710.89,0
2102,35333248,Williams,481,Netherlands,Female,38,6,104491.02,4,0,0,108180.54,0
2103,53860237,Martin,386,Italy,Female,69,5,229422.37,1,0,1,56719.56,0
2104,98125841,Anderson,395,Germany,Male,65,4,123717.14,4,0,0,122644.01,0
2105,50883459,Garcia,837,Italy,Female,33,4,85202.45,4,0,0,105867.05,0
2106,34384221,Martin,592,Spain,Male,29,6,128754.82,3,0,0,143924.55,0
2107,82669460,Miller,512,Germany,Male,26,10,121982.35,1,0,0,108410.45,1
2108,12986708,Johnson,490,France,Male,31,0,207308.65,2,0,1,117977.66,1
2109,33227309,Martinez,474,Netherlands,Male,38,9,191144.83,3,1,0,63760.01,0
2110,79822763,Miller,576,Italy,Female,42,7,30552.04,2,1,1,78167.0,0
2111,31894257,Hernandez,773,Germany,Female,69,6,95670.59,3,0,0,40013.77,0
2112,58363754,Martinez,312,Spain,Male,69,2,180360.59,4,0,0,61428.16,1
2113,39340393,Garcia,570,Spain,Male,69,3,126947.12,1,0,1,64725.5,1
2114,87510039,Smith,680,Germany,Female,62,0,131296.04,3,1,1,90307.28,0
2115,25404834,Johnson,470,Italy,Male,56,8,67093.57,3,1,0,62682.71,0
2116,88504236,Johnson,329,Spain,Male,56,3,67352.78,4,1,0,119045.19,1
2117,40446706,Williams,300,France,Female,19,7,108620.57,4,1,0,57565.44,0
2118,86685925,Hernandez,584,Germany,Female,33,6,175775.49,3,1,0,45881.03,0
2119,48102138,Martin,481,Italy,Female,55,4,19035.07,1,0,1,41791.91,0
2120,70453591,Smith,755,Spain,Female,45,4,8309.81,2,0,0,105285.44,0
2121,55719212,Martin,788,Spain,Male,61,8,223993.42,1,1,1,22126.12,0
2122,13457128,Wilson,618,Netherlands,Female,57,2,30128.3,3,0,1,43489.44,1
2123,91367176,Williams,507,Netherlands,Male,58,6,67151.95,3,0,1,148290.51,1
2124,84694193,Hernandez,832,Italy,Male,47,8,40193.29,2,1,1,124128.48,1
2125,35448306,Miller,684,Italy,Female,43,6,56802.09,4,1,0,100266.21,0
2126,12026623,Davis,330,Italy,Male,62,8,94415.35,1,1,1,65924.22,0
2127,64082945,Jones,703,Italy,Female,49,5,125686.88,1,0,0,142648.68,1
2128,13810188,Smith,353,Italy,Female,51,3,58179.21,4,0,0,134025.92,0
2129,29461606,Johnson,541,Germany,Female,40,6,19040.79,4,0,1,48513.1,0
2130,71568833,Taylor,797,Germany,Female,55,1,128907.76,4,1,1,85375.39,0
2131,16243430,Brown,661,Netherlands,Male,59,4,25650.99,4,0,0,55015.67,1
2132,80145417,Taylor,576,Italy,Female,54,9,165028.11,1,1,0,138544.29,0
2133,34451294,Anderson,400,Germany,Female,55,7,223202.66,3,1,0,78113.5,0
2134,44408937,Taylor,737,Germany,Male,61,3,105822.05,1,0,1,137962.36,0
2135,16173095,Smith,786,Netherlands,Female,18,7,114603.52,4,1,0,50871.23,1
2136,31150330,Miller,688,Spain,Male,23,5,55081.92,1,0,0,147440.22,0
2137,87749330,Johnson,490,Germany,Female,64,7,155661.9,4,1,0,144591.56,0
2138,21078742,Wilson,684,Italy,Male,36,1,48005.75,2,1,1,123094.38,1
2139,10230152,Garcia,384,Germany,Female,42,6,138976.97,1,1,1,71066.39,0
2140,90920802,Anderson,337,Spain,Female,64,9,224610.83,3,1,1,36721.29,0
2141,67855416,Moore,470,Germany,Male,69,5,34273.35,4,0,1,148616.49,1
2142,12706155,Hernandez,827,Italy,Male,68,9,186816.12,1,1,0,35644.34,0
2143,43688413,Hernandez,757,Germany,Male,58,8,140246.86,1,0,0,105347.42,0
2144,94765629,Anderson,793,Netherlands,Female,24,0,4831.46,1,0,0,144402.02,0
2145,70262909,Brown,524,Italy,Male,44,10,108374.64,2,0,0,124877.05,1
2146,84820445,Hernandez,845,Netherlands,Female,37,8,157910.33,3,1,0,94505.52,0
2147,59214891,Wilson,457,France,Male,47,1,89608.65,3,0,1,91505.09,0
2148,79890719,Williams,445,Italy,Male,33,6,239992.04,4,1,1,89160.94,0
2149,18415386,Moore,400,Italy,Male,40,4,208692.04,1,0,1,88026.65,0
2150,11135476,Moore,571,France,Female,66,3,7489.3,2,1,1,132525.75,1
2151,52429969,Williams,343,Germany,Male,25,6,55183.11,4,0,0,131487.1,0
2152,46461529,Hernandez,432,France,Female,48,4,199304.55,4,1,1,40715.13,1
2153,33685149,Martinez,345,Italy,Female,23,3,77762.21,3,1,0,119267.71,0
2154,22073099,Williams,490,France,Male,50,4,42086.57,4,0,1,149438.3,0
2155,44650116,Taylor,492,Germany,Female,19,1,72044.2,4,0,1,79264.34,0
2156,70036466,Jones,513,France,Female,59,6,233042.89,2,0,0,60127.93,0
2157,28829040,Moore,303,Germany,Female,54,8,196215.06,3,0,1,135824.33,0
2158,17475775,Hernandez,475,Spain,Female,22,3,137132.77,2,1,0,136924.49,0
2159,75812125,Davis,527,Italy,Female,47,0,14784.6,4,1,0,126112.31,0
2160,43131486,Moore,326,France,Female,67,10,170137.75,3,1,0,53650.23,1
2161,10942364,Davis,504,Netherlands,Female,18,4,218007.63,4,1,0,27349.7,0
2162,78364667,Martin,654,Netherlands,Male,69,6,249965.84,2,0,0,25239.22,0
2163,37433693,Davis,674,Netherlands,Male,49,2,39873.37,1,1,1,50334.82,0
2164,69945182,Miller,512,Spain,Male,68,7,171166.85,2,1,1,76680.35,1
2165,27960288,Anderson,756,Germany,Female,29,1,9788.14,3,0,0,34783.52,0
2166,19681482,Anderson,748,France,Female,37,3,127729.02,2,1,0,139161.62,0
2167,55786624,Garcia,687,France,Male,35,10,138787.05,2,0,1,37504.44,0
2168,80215567,Smith,755,Spain,Female,32,5,52397.91,4,1,1,81945.66,0
2169,51272067,Davis,626,France,Female,30,7,193246.14,3,1,0,89001.53,0
2170,88460855,Miller,308,Germany,Male,18,8,188160.13,4,0,1,84103.5,0
2171,43250306,Davis,411,Germany,Male,40,5,239819.28,3,1,1,137486.05,1
2172,10663360,Taylor,403,France,Male,50,5,155229.75,4,1,1,39831.32,0
2173,99338459,Williams,826,Germany,Male,59,3,188598.04,3,1,0,41038.18,0
2174,85854953,Williams,355,Germany,Female,27,10,70124.48,4,0,0,133766.8,0
2175,48692931,Williams,626,France,Female,65,4,127425.21,1,1,0,145103.48,0
2176,49046193,Williams,706,France,Female,19,3,105000.93,3,0,0,120284.85,0
2177,45977439,Anderson,636,Spain,Female,34,4,92539.12,2,0,1,88193.42,0
2178,10498862,Moore,472,Germany,Male,58,1,190308.45,2,1,0,27210.33,0
2179,18546779,Taylor,354,Netherlands,Female,69,8,214186.05,4,1,1,71415.41,0
2180,68194599,Brown,839,Netherlands,Female,24,10,113354.8,3,0,1,143834.05,0
2181,34104350,Wilson,344,Spain,Female,29,2,165094.71,3,0,1,72000.78,0
2182,74823463,Martinez,658,Germany,Male,52,1,10699.45,1,1,0,128588.89,0
2183,50216637,Garcia,344,Spain,Male,54,2,193323.81,4,1,0,36362.78,1
2184,65448642,Taylor,369,Germany,Male,47,4,103138.26,1,0,0,115775.44,1
2185,75708060,Johnson,799,Netherlands,Male,47,2,220184.42,2,0,1,63642.99,0
2186,10333565,Brown,363,France,Male,61,3,99004.96,3,1,1,86483.82,0
2187,80657184,Martinez,322,Netherlands,Female,57,0,44745.92,3,0,0,38512.47,1
2188,50774168,Miller,629,Netherlands,Male,51,6,200319.7,3,1,1,31592.9,1
2189,87057319,Williams,546,Germany,Female,45,9,164122.78,4,1,0,90387.16,0
2190,37255098,Garcia,373,France,Male,31,5,148813.52,1,0,0,93944.79,1
2191,73362652,Martinez,565,Germany,Male,48,8,153241.41,3,0,1,103713.38,0
2192,92489681,Garcia,660,France,Male,36,9,67676.97,1,0,0,95932.13,1
2193,13211970,Anderson,335,Germany,Male,67,6,123352.08,2,1,0,105257.56,0
2194,47354354,Martin,553,France,Male,46,10,6177.87,4,1,0,141408.09,0
2195,18023800,Garcia,675,Netherlands,Female,20,8,247947.73,2,0,0,138319.95,0
2196,25942471,Anderson,310,Germany,Female,18,8,16906.15,1,1,0,46190.24,0
2197,75329702,Miller,695,Germany,Female,48,3,7521.41,4,0,1,54791.24,0
2198,29490717,Taylor,384,Netherlands,Female,64,8,97588.05,4,0,0,48842.32,1
2199,85641104,Taylor,747,Netherlands,Male,38,1,25124.86,2,0,0,67458.68,0
2200,30798373,Brown,710,Spain,Female,60,5,103800.87,1,0,1,36957.98,0
2201,17494133,Taylor,650,Netherlands,Male,39,1,187036.12,4,0,0,99459.66,0
2202,84195715,Hernandez,707,Italy,Female,25,2,137830.64,1,0,1,98342.77,1
2203,97754677,Smith,787,Italy,Female,65,7,105239.98,3,0,1,131379.87,0
2204,72607834,Miller,596,Italy,Male,50,9,171783.96,3,1,1,113368.69,0
2205,91126209,Martinez,714,Netherlands,Female,18,2,139500.67,2,1,1,58744.53,0
2206,92836612,Brown,572,Italy,Female,19,4,175448.85,1,0,1,46034.5,1
2207,47439556,Smith,312,Spain,Male,26,3,242651.54,1,0,0,66796.73,1
2208,94552767,Smith,759,Spain,Male,41,9,88937.49,2,0,0,25130.34,0
2209,96850947,Martin,487,France,Male,59,0,214487.53,4,1,1,106449.56,0
2210,98237537,Hernandez,327,Netherlands,Female,23,8,142139.02,1,0,1,96549.81,0
2211,34410255,Martinez,332,Italy,Female,69,4,4929.13,3,0,1,91446.17,1
2212,43079716,Wilson,352,France,Female,65,2,208709.82,4,0,1,32824.34,0
2213,77587870,Smith,372,Italy,Male,61,1,226230.18,1,0,1,57426.06,0
2214,72518242,Taylor,667,France,Male,48,9,244974.46,1,0,1,99772.83,1
2215,89072881,Smith,456,Spain,Male,57,9,49728.28,1,1,1,148686.29,0
2216,79611544,Brown,452,Germany,Female,46,8,87809.45,4,0,1,139326.71,0
2217,31513274,Jones,843,Netherlands,Female,62,8,22258.06,4,1,1,66931.52,1
2218,27840806,Davis,518,Germany,Male,24,1,139084.29,3,1,1,115527.79,0
2219,91358569,Jones,759,Germany,Female,60,7,109692.16,1,1,1,136363.09,0
2220,11532217,Moore,446,Netherlands,Male,69,4,226670.48,1,1,0,112429.65,0
2221,89658639,Miller,462,Spain,Male,57,4,28991.4,2,1,0,88516.59,1
2222,74075498,Martin,552,Spain,Female,43,5,88293.37,4,1,1,127793.34,0
2223,77675998,Garcia,469,France,Female,48,10,16258.94,1,1,0,46534.67,0
2224,54083259,Johnson,767,Netherlands,Female,57,8,61510.23,1,1,1,137711.8,1
2225,96932801,Martin,656,Spain,Female,51,10,8970.01,2,0,1,96465.26,0
2226,74251324,Smith,388,Italy,Female,30,8,145831.78,1,1,0,120879.58,0
2227,57452558,Taylor,805,Germany,Female,64,3,102768.59,2,1,0,135273.31,0
2228,56029080,Jones,479,Netherlands,Female,26,9,217288.51,2,1,1,59217.17,0
2229,41409006,Wilson,571,France,Male,56,1,208070.72,2,1,0,45320.09,0
2230,65044594,Miller,444,Netherlands,Female,40,9,20262.79,3,0,1,144809.39,0
2231,74095142,Johnson,551,France,Female,69,9,180824.65,3,0,1,137292.49,0
2232,47113016,Jones,381,Spain,Male,43,0,110185.8,3,0,0,96304.83,0
2233,32466577,Martinez,827,Germany,Female,58,5,83270.09,2,0,1,45093.64,1
2234,58207467,Martinez,544,Spain,Female,21,4,79704.69,4,0,1,85138.68,0
2235,72705829,Garcia,378,France,Female,48,10,130046.96,1,1,0,89670.47,0
2236,79282663,Martin,700,France,Male,60,8,86543.35,2,1,1,137911.32,1
2237,41049528,Martinez,580,France,Female,55,9,242112.11,1,1,0,81645.43,0
2238,45568560,Miller,580,Spain,Male,24,4,20219.75,3,1,0,76481.74,0
2239,16361497,Williams,655,France,Male,27,3,198329.62,1,0,1,33003.1,1
2240,78251592,Garcia,770,Germany,Female,49,5,245444.22,1,1,1,144077.29,0
2241,14018837,Smith,540,Italy,Male,38,9,23857.67,3,0,0,142790.7,0
2242,58122213,Taylor,515,Spain,Female,56,8,50468.97,4,0,0,47891.18,0
2243,77190012,Anderson,543,Italy,Male,29,8,61135.59,2,0,1,92069.39,0
2244,66440173,Hernandez,711,Germany,Female,21,6,233543.85,3,1,1,93794.04,0
2245,46378246,Hernandez,764,Germany,Female,26,7,225411.55,2,0,0,40959.58,0
2246,27326927,Martin,499,Spain,Male,45,4,160761.94,2,1,1,21929.94,0
2247,32622123,Johnson,436,Italy,Male,34,4,244230.12,1,1,0,103237.77,0
2248,15007304,Moore,463,France,Male,59,0,212962.79,3,0,0,82570.27,0
2249,57262265,Moore,497,France,Female,49,3,3766.21,2,0,0,111357.62,0
2250,61342075,Martinez,562,Italy,Male,25,8,14673.11,3,1,1,86875.46,1
2251,16006107,Hernandez,668,France,Female,32,2,201535.6,2,0,0,52272.2,1
2252,60258393,Moore,709,Germany,Male,22,9,5744.02,1,0,1,44960.21,0
2253,94415404,Smith,499,Italy,Male,50,0,70001.55,1,1,0,60885.59,1
2254,66116762,Johnson,680,Germany,Male,37,8,190128.24,3,1,0,55442.58,0
2255,63004554,Brown,585,Spain,Female,51,6,131103.98,2,1,0,149449.02,1
2256,13774477,Smith,432,Italy,Male,60,7,227585.5,3,1,0,97088.95,0
2257,17996209,Brown,707,Netherlands,Female,26,2,186771.51,2,1,0,137193.78,0
2258,30315951,Taylor,518,Italy,Female,38,1,161304.25,4,1,0,40494.1,1
2259,46562969,Johnson,443,Italy,Male,25,0,247421.16,4,0,1,123289.42,0
2260,41949243,Anderson,621,Italy,Male,52,6,166334.98,4,1,0,122990.93,0
2261,24543642,Jones,581,Germany,Female,55,9,132788.0,3,1,1,66132.0,0
2262,64769543,Davis,694,Spain,Female,66,5,4041.24,1,1,0,94679.92,0
2263,37537463,Moore,542,Spain,Male,28,6,204623.31,1,0,0,58828.37,1
2264,22572229,Garcia,389,Italy,Female,34,4,68652.77,3,0,1,148497.06,0
2265,75665763,Williams,775,Italy,Male,37,7,241240.09,2,1,0,128582.75,0
2266,69301154,Taylor,636,Italy,Male,39,8,153760.73,3,1,0,89821.31,1
2267,27474891,Anderson,547,Spain,Male,28,5,208843.94,2,0,1,111960.82,0
2268,29942027,Davis,341,Netherlands,Male,39,10,144129.49,2,1,0,76767.57,0
2269,97429986,Garcia,786,Netherlands,Male,28,5,60425.24,1,1,0,43575.81,1
2270,30842133,Miller,644,Italy,Male,45,8,206572.12,2,0,0,26210.6,0
2271,29463931,Brown,680,Spain,Male,23,2,35881.36,3,0,0,78228.83,0
2272,45387468,Moore,419,Spain,Female,64,6,102897.06,1,1,0,116781.18,0
2273,55183299,Taylor,674,Germany,Male,22,7,96554.97,4,0,0,40921.37,0
2274,82683405,Taylor,661,Italy,Female,67,2,72235.5,1,0,1,118044.29,0
2275,49612887,Johnson,345,Italy,Female,60,3,188280.67,2,1,1,60596.18,0
2276,33228969,Jones,739,Italy,Female,26,0,151259.11,2,1,1,141511.57,0
2277,39513823,Taylor,368,Spain,Female,49,9,2751.8,1,1,0,142623.46,0
2278,75502634,Hernandez,648,Italy,Female,49,7,200253.57,4,0,0,138246.35,1
2279,66289306,Hernandez,410,Netherlands,Male,42,3,114967.93,4,0,1,70485.38,0
2280,85937812,Anderson,563,Netherlands,Male,59,3,82137.17,2,0,0,83027.98,0
2281,26782611,Anderson,744,Netherlands,Male,45,5,20005.13,1,1,0,32768.22,1
2282,16459025,Anderson,831,Spain,Female,68,5,235007.26,3,0,1,90091.2,0
2283,12336263,Garcia,707,Spain,Female,64,1,10475.04,2,0,0,137157.8,0
2284,72574284,Miller,746,France,Male,23,5,198999.17,4,0,0,83137.51,1
2285,20420572,Anderson,680,France,Female,29,2,183786.33,3,0,1,89676.22,0
2286,30950778,Garcia,831,Netherlands,Female,25,8,33604.74,2,0,1,64764.0,1
2287,60647181,Davis,364,Spain,Male,44,0,188934.63,3,1,0,28314.93,0
2288,50739581,Johnson,389,Germany,Female,44,0,190298.14,2,1,0,53078.23,1
2289,97624264,Smith,827,France,Female,33,0,82467.26,3,1,0,109039.42,0
2290,92400870,Jones,553,Netherlands,Male,28,3,82771.42,1,0,0,128723.94,1
2291,26404034,Taylor,618,Netherlands,Female,38,8,56334.03,2,1,1,66807.08,1
2292,87847352,Moore,427,Spain,Female,23,2,181486.97,2,0,0,81905.59,0
2293,97328533,Hernandez,341,Spain,Female,59,5,90519.17,2,1,0,46811.85,0
2294,70942986,Anderson,689,Netherlands,Male,52,8,152719.98,3,1,1,46948.29,0
2295,17047129,Garcia,664,Spain,Male,30,8,25462.98,3,1,1,66852.21,0
2296,65456534,Anderson,702,Germany,Female,59,3,187228.22,2,1,1,57075.78,0
2297,16319405,Anderson,771,Netherlands,Male,28,4,179321.9,4,0,1,103724.78,0
2298,37663587,Anderson,495,Italy,Female,48,8,108759.93,4,1,0,78217.84,0
2299,78368092,Martin,314,Germany,Male,58,1,125650.3,2,0,1,78037.04,0
2300,49258927,Brown,331,Spain,Male,57,7,107889.19,3,0,1,101562.55,1
2301,33480615,Miller,531,Spain,Female,66,10,218746.76,4,1,1,50778.23,0
2302,23438900,Johnson,577,France,Female,32,0,9516.31,2,0,0,129396.29,0
2303,45205528,Martin,404,Netherlands,Male,44,8,47675.79,1,1,0,21293.42,1
2304,29524215,Davis,842,Italy,Male,49,3,222182.33,4,1,1,41783.8,0
2305,21761264,Martin,728,Spain,Female,58,4,4579.99,1,0,0,118257.23,0
2306,54141479,Hernandez,388,France,Male,45,0,30729.3,4,0,0,91469.66,0
2307,85081548,Brown,325,Spain,Male,40,0,107580.31,1,1,0,147757.73,0
2308,26251310,Johnson,547,Germany,Male,54,5,181246.08,3,0,0,71662.88,0
2309,48821126,Williams,456,France,Female,40,3,55208.72,2,0,1,45024.0,1
2310,72470841,Martinez,414,Netherlands,Male,62,5,91662.99,4,0,0,129394.65,0
2311,13740774,Garcia,495,Germany,Female,62,6,214786.04,2,0,0,91341.66,0
2312,15350320,Smith,574,Germany,Male,32,1,63215.01,2,1,1,122943.01,0
2313,27269170,Garcia,847,Spain,Female,47,6,14351.61,3,0,0,81865.82,0
2314,36767135,Garcia,422,Germany,Female,20,3,195333.14,1,1,0,136914.65,1
2315,65383345,Anderson,415,Germany,Female,63,10,247084.52,1,0,0,71884.93,0
2316,29092231,Miller,460,Spain,Male,30,3,215305.21,4,1,1,104337.07,1
2317,63155287,Hernandez,697,Netherlands,Male,51,6,209311.41,3,0,1,109135.71,0
2318,22921963,Martinez,745,Germany,Female,41,4,13235.4,2,1,0,77896.04,0
2319,29295815,Davis,723,France,Male,50,10,40200.8,1,1,1,32712.94,0
2320,63757062,Smith,603,Spain,Female,25,7,180644.0,1,1,1,99530.37,1
2321,29713882,Wilson,842,France,Female,52,9,134598.55,1,0,0,131167.27,0
2322,69429880,Martin,411,Spain,Female,32,9,15397.57,1,0,0,136185.91,0
2323,38007202,Moore,451,Italy,Male,34,4,164105.49,3,1,0,22506.09,1
2324,33978277,Hernandez,613,France,Female,27,3,80235.6,2,0,0,101982.42,0
2325,54837570,Wilson,655,Italy,Female,42,5,28574.06,4,0,1,125390.98,0
2326,59292616,Smith,698,France,Male,68,3,151074.79,1,1,0,35016.74,1
2327,34291383,Williams,575,Italy,Male,68,10,224423.99,3,1,0,126957.4,0
2328,84620952,Wilson,751,France,Male,59,7,80448.28,1,0,1,119420.83,0
2329,21281253,Davis,399,Germany,Male,40,6,31370.55,3,0,1,102942.79,0
2330,60022481,Jones,773,Spain,Female,52,6,131345.8,1,0,0,107058.05,0
2331,86684887,Wilson,636,Netherlands,Male,32,3,92092.42,3,0,0,77498.93,0
2332,10634401,Williams,485,Spain,Male,54,9,22427.54,4,1,0,92577.77,0
2333,17834391,Jones,419,Italy,Female,27,6,185487.86,3,0,0,75455.3,0
2334,96212005,Davis,608,Spain,Male,56,3,62876.86,1,1,1,44486.51,0
2335,34817674,Garcia,704,France,Male,47,7,110661.85,4,0,1,68688.98,1
2336,20363229,Taylor,687,Italy,Male,44,9,30313.66,2,0,1,95382.2,0
2337,78714149,Taylor,536,Netherlands,Female,24,4,89884.97,2,1,0,61976.05,1
2338,24582048,Taylor,520,France,Male,45,5,31838.58,4,0,1,47565.42,1
2339,70005054,Davis,600,Spain,Male,63,10,71156.67,3,1,0,61817.26,0
2340,95744755,Hernandez,666,Germany,Male,23,2,193283.09,3,0,1,128258.85,0
2341,22262220,Smith,501,Germany,Male,48,8,166452.4,2,1,1,34212.64,0
2342,56030731,Williams,603,Spain,Female,67,8,235493.17,1,1,0,97055.17,1
2343,70248580,Johnson,337,France,Male,24,7,126364.89,3,0,0,121429.53,0
2344,22639642,Taylor,300,Netherlands,Female,52,2,36574.97,3,0,1,71125.71,0
2345,39595613,Smith,812,Netherlands,Female,56,0,157908.43,4,0,1,44313.95,0
2346,29545346,Johnson,549,Netherlands,Female,58,8,215831.72,3,0,1,79707.45,0
2347,12390700,Anderson,743,France,Female,23,5,192877.49,1,0,0,23933.04,0
2348,48825007,Garcia,500,Germany,Male,42,10,215060.99,4,0,0,21717.7,1
2349,91143308,Martin,756,Netherlands,Female,35,2,136065.61,1,1,0,108607.29,0
2350,53339229,Williams,330,Netherlands,Male,27,6,79716.42,3,1,1,36664.99,0
2351,56008079,Garcia,570,Netherlands,Female,36,7,105733.75,1,1,1,54404.86,0
2352,74826713,Williams,503,France,Male,66,10,178072.21,3,0,1,106213.47,0
2353,54517140,Brown,541,France,Female,48,10,39044.06,3,1,0,83218.26,0
2354,81129415,Martin,747,Netherlands,Female,24,7,79164.14,2,1,1,147925.42,0
2355,46035069,Smith,669,Netherlands,Male,49,4,32953.04,3,1,0,58683.4,1
2356,73982356,Anderson,612,Spain,Male,55,7,17570.17,2,0,0,54154.06,0
2357,69691539,Jones,730,Germany,Female,41,9,180948.35,2,0,0,146711.21,0
2358,36573145,Moore,327,Netherlands,Female,32,5,97656.88,3,1,0,52486.33,0
2359,13857151,Jones,324,Spain,Male,67,8,74418.49,4,0,0,141138.73,0
2360,81401605,Hernandez,457,France,Female,38,9,102978.89,2,1,0,118944.06,0
2361,41478214,Smith,570,Spain,Male,58,10,244522.8,2,0,0,81895.1,0
2362,33076213,Johnson,348,Germany,Female,27,10,158994.59,4,1,0,54246.71,0
2363,46662452,Hernandez,324,Italy,Female,26,6,25740.04,4,1,1,117278.47,0
2364,37144665,Miller,436,France,Female,20,3,35087.48,4,1,0,88623.39,0
2365,59200128,Miller,345,France,Female,66,2,173079.86,4,0,0,145793.51,0
2366,45269467,Johnson,371,France,Male,68,6,178181.79,4,0,1,65440.13,0
2367,37035849,Martinez,742,Italy,Male,29,1,40328.39,3,1,1,76054.44,1
2368,67069400,Miller,352,Spain,Male,19,0,73774.55,2,1,1,20613.98,0
2369,25304226,Martinez,515,Spain,Female,65,8,144548.06,2,0,0,134001.82,0
2370,67735578,Taylor,612,Spain,Male,65,3,19053.22,2,1,0,87924.64,0
2371,15766276,Moore,828,France,Female,55,10,42565.66,3,0,0,120206.38,0
2372,84544462,Wilson,793,France,Male,60,9,50302.09,2,1,1,53957.49,0
2373,31772943,Brown,711,France,Male,48,5,153230.17,2,0,1,49534.0,1
2374,32503320,Martinez,585,France,Female,68,10,79766.69,3,1,0,29789.06,0
2375,63723138,Williams,507,Netherlands,Female,55,4,12407.28,1,0,1,56841.24,0
2376,82172822,Davis,609,Germany,Male,34,4,198339.54,3,1,0,69647.53,1
2377,22956609,Garcia,730,Italy,Female,28,10,81076.74,4,1,1,81186.1,0
2378,38866712,Garcia,468,Spain,Male,63,7,117607.71,3,0,1,74947.66,1
2379,77643432,Hernandez,373,France,Female,65,10,145961.94,2,1,0,122480.41,1
2380,61305959,Jones,398,Italy,Female,26,5,207270.28,4,1,0,65041.53,1
2381,44122475,Brown,490,Italy,Female,45,1,166897.47,3,0,1,28866.81,0
